ca.rmen.android.poetassistant - Crashes by Android Version for 2017-03-15 - 2019-02-24
,,Metric,Crashes,Notes
,,Dimension,All Android versions
Period,Date
2017-03-15 - 2019-02-24,2018-06-18,,3
2017-03-15 - 2019-02-24,2018-06-19,,2
2017-03-15 - 2019-02-24,2018-06-20,,1
2017-03-15 - 2019-02-24,2018-06-21,,2
2017-03-15 - 2019-02-24,2018-06-22,,1
2017-03-15 - 2019-02-24,2018-06-23,,4
2017-03-15 - 2019-02-24,2018-06-24,,-
2017-03-15 - 2019-02-24,2018-06-25,,1
2017-03-15 - 2019-02-24,2018-06-26,,2
2017-03-15 - 2019-02-24,2018-06-27,,1
2017-03-15 - 2019-02-24,2018-06-28,,2
2017-03-15 - 2019-02-24,2018-06-29,,4
2017-03-15 - 2019-02-24,2018-06-30,,4
2017-03-15 - 2019-02-24,2018-07-01,,1
2017-03-15 - 2019-02-24,2018-07-02,,2
2017-03-15 - 2019-02-24,2018-07-03,,2
2017-03-15 - 2019-02-24,2018-07-04,,4,Rollout of release - Started rollout of 1.26.6 at 5%
2017-03-15 - 2019-02-24,2018-07-05,,-
2017-03-15 - 2019-02-24,2018-07-06,,1
2017-03-15 - 2019-02-24,2018-07-07,,-
2017-03-15 - 2019-02-24,2018-07-08,,1
2017-03-15 - 2019-02-24,2018-07-09,,2
2017-03-15 - 2019-02-24,2018-07-10,,-
2017-03-15 - 2019-02-24,2018-07-11,,1,Rollout of release - Increased rollout of 1.26.6 to 50%
2017-03-15 - 2019-02-24,2018-07-12,,1
2017-03-15 - 2019-02-24,2018-07-13,,-
2017-03-15 - 2019-02-24,2018-07-14,,3
2017-03-15 - 2019-02-24,2018-07-15,,-
2017-03-15 - 2019-02-24,2018-07-16,,1
2017-03-15 - 2019-02-24,2018-07-17,,-
2017-03-15 - 2019-02-24,2018-07-18,,-
2017-03-15 - 2019-02-24,2018-07-19,,1
2017-03-15 - 2019-02-24,2018-07-20,,1
2017-03-15 - 2019-02-24,2018-07-21,,1
2017-03-15 - 2019-02-24,2018-07-22,,-
2017-03-15 - 2019-02-24,2018-07-23,,-
2017-03-15 - 2019-02-24,2018-07-24,,9
2017-03-15 - 2019-02-24,2018-07-25,,3
2017-03-15 - 2019-02-24,2018-07-26,,1
2017-03-15 - 2019-02-24,2018-07-27,,2
2017-03-15 - 2019-02-24,2018-07-28,,-
2017-03-15 - 2019-02-24,2018-07-29,,1
2017-03-15 - 2019-02-24,2018-07-30,,1
2017-03-15 - 2019-02-24,2018-07-31,,-
2017-03-15 - 2019-02-24,2018-08-01,,3
2017-03-15 - 2019-02-24,2018-08-02,,3
2017-03-15 - 2019-02-24,2018-08-03,,-
2017-03-15 - 2019-02-24,2018-08-04,,-,Rollout of release - Increased rollout of 1.26.6 to 100%
2017-03-15 - 2019-02-24,2018-08-05,,2
2017-03-15 - 2019-02-24,2018-08-06,,1
2017-03-15 - 2019-02-24,2018-08-07,,2
2017-03-15 - 2019-02-24,2018-08-08,,1
2017-03-15 - 2019-02-24,2018-08-09,,-
2017-03-15 - 2019-02-24,2018-08-10,,1
2017-03-15 - 2019-02-24,2018-08-11,,5
2017-03-15 - 2019-02-24,2018-08-12,,1
2017-03-15 - 2019-02-24,2018-08-13,,1
2017-03-15 - 2019-02-24,2018-08-14,,2
2017-03-15 - 2019-02-24,2018-08-15,,1
2017-03-15 - 2019-02-24,2018-08-16,,-
2017-03-15 - 2019-02-24,2018-08-17,,7
2017-03-15 - 2019-02-24,2018-08-18,,1
2017-03-15 - 2019-02-24,2018-08-19,,5
2017-03-15 - 2019-02-24,2018-08-20,,1
2017-03-15 - 2019-02-24,2018-08-21,,-
2017-03-15 - 2019-02-24,2018-08-22,,1
2017-03-15 - 2019-02-24,2018-08-23,,2
2017-03-15 - 2019-02-24,2018-08-24,,-
2017-03-15 - 2019-02-24,2018-08-25,,-
2017-03-15 - 2019-02-24,2018-08-26,,-
2017-03-15 - 2019-02-24,2018-08-27,,-
2017-03-15 - 2019-02-24,2018-08-28,,-
2017-03-15 - 2019-02-24,2018-08-29,,1
2017-03-15 - 2019-02-24,2018-08-30,,2
2017-03-15 - 2019-02-24,2018-08-31,,-
2017-03-15 - 2019-02-24,2018-09-01,,2
2017-03-15 - 2019-02-24,2018-09-02,,2
2017-03-15 - 2019-02-24,2018-09-03,,-
2017-03-15 - 2019-02-24,2018-09-04,,1
2017-03-15 - 2019-02-24,2018-09-05,,2
2017-03-15 - 2019-02-24,2018-09-06,,-
2017-03-15 - 2019-02-24,2018-09-07,,2
2017-03-15 - 2019-02-24,2018-09-08,,1
2017-03-15 - 2019-02-24,2018-09-09,,-
2017-03-15 - 2019-02-24,2018-09-10,,-
2017-03-15 - 2019-02-24,2018-09-11,,-
2017-03-15 - 2019-02-24,2018-09-12,,3
2017-03-15 - 2019-02-24,2018-09-13,,-
2017-03-15 - 2019-02-24,2018-09-14,,-
2017-03-15 - 2019-02-24,2018-09-15,,1
2017-03-15 - 2019-02-24,2018-09-16,,-
2017-03-15 - 2019-02-24,2018-09-17,,3
2017-03-15 - 2019-02-24,2018-09-18,,1
2017-03-15 - 2019-02-24,2018-09-19,,-
2017-03-15 - 2019-02-24,2018-09-20,,2
2017-03-15 - 2019-02-24,2018-09-21,,1
2017-03-15 - 2019-02-24,2018-09-22,,1
2017-03-15 - 2019-02-24,2018-09-23,,5
2017-03-15 - 2019-02-24,2018-09-24,,-
2017-03-15 - 2019-02-24,2018-09-25,,1
2017-03-15 - 2019-02-24,2018-09-26,,1
2017-03-15 - 2019-02-24,2018-09-27,,1
2017-03-15 - 2019-02-24,2018-09-28,,1
2017-03-15 - 2019-02-24,2018-09-29,,-
2017-03-15 - 2019-02-24,2018-09-30,,-
2017-03-15 - 2019-02-24,2018-10-01,,-
2017-03-15 - 2019-02-24,2018-10-02,,1
2017-03-15 - 2019-02-24,2018-10-03,,-
2017-03-15 - 2019-02-24,2018-10-04,,-
2017-03-15 - 2019-02-24,2018-10-05,,6
2017-03-15 - 2019-02-24,2018-10-06,,1
2017-03-15 - 2019-02-24,2018-10-07,,2
2017-03-15 - 2019-02-24,2018-10-08,,1
2017-03-15 - 2019-02-24,2018-10-09,,-
2017-03-15 - 2019-02-24,2018-10-10,,4
2017-03-15 - 2019-02-24,2018-10-11,,-
2017-03-15 - 2019-02-24,2018-10-12,,2
2017-03-15 - 2019-02-24,2018-10-13,,-
2017-03-15 - 2019-02-24,2018-10-14,,-
2017-03-15 - 2019-02-24,2018-10-15,,-
2017-03-15 - 2019-02-24,2018-10-16,,-
2017-03-15 - 2019-02-24,2018-10-17,,1
2017-03-15 - 2019-02-24,2018-10-18,,1
2017-03-15 - 2019-02-24,2018-10-19,,-
2017-03-15 - 2019-02-24,2018-10-20,,-
2017-03-15 - 2019-02-24,2018-10-21,,-
2017-03-15 - 2019-02-24,2018-10-22,,2
2017-03-15 - 2019-02-24,2018-10-23,,6
2017-03-15 - 2019-02-24,2018-10-24,,-
2017-03-15 - 2019-02-24,2018-10-25,,2
2017-03-15 - 2019-02-24,2018-10-26,,2
2017-03-15 - 2019-02-24,2018-10-27,,2
2017-03-15 - 2019-02-24,2018-10-28,,2
2017-03-15 - 2019-02-24,2018-10-29,,1
2017-03-15 - 2019-02-24,2018-10-30,,1
2017-03-15 - 2019-02-24,2018-10-31,,3
2017-03-15 - 2019-02-24,2018-11-01,,2
2017-03-15 - 2019-02-24,2018-11-02,,1
2017-03-15 - 2019-02-24,2018-11-03,,-
2017-03-15 - 2019-02-24,2018-11-04,,1
2017-03-15 - 2019-02-24,2018-11-05,,-
2017-03-15 - 2019-02-24,2018-11-06,,1
2017-03-15 - 2019-02-24,2018-11-07,,2
2017-03-15 - 2019-02-24,2018-11-08,,-
2017-03-15 - 2019-02-24,2018-11-09,,2
2017-03-15 - 2019-02-24,2018-11-10,,1
2017-03-15 - 2019-02-24,2018-11-11,,1
2017-03-15 - 2019-02-24,2018-11-12,,3
2017-03-15 - 2019-02-24,2018-11-13,,1
2017-03-15 - 2019-02-24,2018-11-14,,-
2017-03-15 - 2019-02-24,2018-11-15,,-
2017-03-15 - 2019-02-24,2018-11-16,,-,Rollout of release - Started rollout of 1.27.1 at 5%
2017-03-15 - 2019-02-24,2018-11-17,,-
2017-03-15 - 2019-02-24,2018-11-18,,3
2017-03-15 - 2019-02-24,2018-11-19,,-,Rollout of release - Increased rollout of 1.27.1 to 20%
2017-03-15 - 2019-02-24,2018-11-20,,1
2017-03-15 - 2019-02-24,2018-11-21,,1
2017-03-15 - 2019-02-24,2018-11-22,,4
2017-03-15 - 2019-02-24,2018-11-23,,-
2017-03-15 - 2019-02-24,2018-11-24,,-
2017-03-15 - 2019-02-24,2018-11-25,,3,Rollout of release - Increased rollout of 1.27.1 to 50%
2017-03-15 - 2019-02-24,2018-11-26,,2
2017-03-15 - 2019-02-24,2018-11-27,,1
2017-03-15 - 2019-02-24,2018-11-28,,1
2017-03-15 - 2019-02-24,2018-11-29,,11
2017-03-15 - 2019-02-24,2018-11-30,,1,Rollout of release - Increased rollout of 1.27.1 to 100%
2017-03-15 - 2019-02-24,2018-12-01,,6
2017-03-15 - 2019-02-24,2018-12-02,,4
2017-03-15 - 2019-02-24,2018-12-03,,5
2017-03-15 - 2019-02-24,2018-12-04,,6
2017-03-15 - 2019-02-24,2018-12-05,,2
2017-03-15 - 2019-02-24,2018-12-06,,1
2017-03-15 - 2019-02-24,2018-12-07,,5
2017-03-15 - 2019-02-24,2018-12-08,,2
2017-03-15 - 2019-02-24,2018-12-09,,3
2017-03-15 - 2019-02-24,2018-12-10,,3
2017-03-15 - 2019-02-24,2018-12-11,,6
2017-03-15 - 2019-02-24,2018-12-12,,2
2017-03-15 - 2019-02-24,2018-12-13,,4
2017-03-15 - 2019-02-24,2018-12-14,,3
2017-03-15 - 2019-02-24,2018-12-15,,5
2017-03-15 - 2019-02-24,2018-12-16,,5
2017-03-15 - 2019-02-24,2018-12-17,,3
2017-03-15 - 2019-02-24,2018-12-18,,3
2017-03-15 - 2019-02-24,2018-12-19,,7
2017-03-15 - 2019-02-24,2018-12-20,,1
2017-03-15 - 2019-02-24,2018-12-21,,3
2017-03-15 - 2019-02-24,2018-12-22,,3
2017-03-15 - 2019-02-24,2018-12-23,,1
2017-03-15 - 2019-02-24,2018-12-24,,4
2017-03-15 - 2019-02-24,2018-12-25,,5
2017-03-15 - 2019-02-24,2018-12-26,,3
2017-03-15 - 2019-02-24,2018-12-27,,3
2017-03-15 - 2019-02-24,2018-12-28,,4
2017-03-15 - 2019-02-24,2018-12-29,,3
2017-03-15 - 2019-02-24,2018-12-30,,1
2017-03-15 - 2019-02-24,2018-12-31,,4
2017-03-15 - 2019-02-24,2019-01-01,,10
2017-03-15 - 2019-02-24,2019-01-02,,1
2017-03-15 - 2019-02-24,2019-01-03,,4
2017-03-15 - 2019-02-24,2019-01-04,,1
2017-03-15 - 2019-02-24,2019-01-05,,3
2017-03-15 - 2019-02-24,2019-01-06,,1
2017-03-15 - 2019-02-24,2019-01-07,,-
2017-03-15 - 2019-02-24,2019-01-08,,4
2017-03-15 - 2019-02-24,2019-01-09,,3
2017-03-15 - 2019-02-24,2019-01-10,,6
2017-03-15 - 2019-02-24,2019-01-11,,8
2017-03-15 - 2019-02-24,2019-01-12,,4
2017-03-15 - 2019-02-24,2019-01-13,,2
2017-03-15 - 2019-02-24,2019-01-14,,1
2017-03-15 - 2019-02-24,2019-01-15,,1
2017-03-15 - 2019-02-24,2019-01-16,,1
2017-03-15 - 2019-02-24,2019-01-17,,4
2017-03-15 - 2019-02-24,2019-01-18,,4
2017-03-15 - 2019-02-24,2019-01-19,,10
2017-03-15 - 2019-02-24,2019-01-20,,2
2017-03-15 - 2019-02-24,2019-01-21,,2
2017-03-15 - 2019-02-24,2019-01-22,,3
2017-03-15 - 2019-02-24,2019-01-23,,10
2017-03-15 - 2019-02-24,2019-01-24,,5
2017-03-15 - 2019-02-24,2019-01-25,,4
2017-03-15 - 2019-02-24,2019-01-26,,3
2017-03-15 - 2019-02-24,2019-01-27,,7
2017-03-15 - 2019-02-24,2019-01-28,,3
2017-03-15 - 2019-02-24,2019-01-29,,4
2017-03-15 - 2019-02-24,2019-01-30,,1
2017-03-15 - 2019-02-24,2019-01-31,,5
2017-03-15 - 2019-02-24,2019-02-01,,7
2017-03-15 - 2019-02-24,2019-02-02,,5
2017-03-15 - 2019-02-24,2019-02-03,,2,"Rollout of release - Started rollout of 1.28.0 at 100%, Rollout of release - Started rollout of 1.29.0 at 20%"
2017-03-15 - 2019-02-24,2019-02-04,,2
2017-03-15 - 2019-02-24,2019-02-05,,11,Rollout of release - Increased rollout of 1.29.0 to 50%
2017-03-15 - 2019-02-24,2019-02-06,,3
2017-03-15 - 2019-02-24,2019-02-07,,8
2017-03-15 - 2019-02-24,2019-02-08,,7
2017-03-15 - 2019-02-24,2019-02-09,,8
2017-03-15 - 2019-02-24,2019-02-10,,1,Rollout of release - Increased rollout of 1.29.0 to 100%
2017-03-15 - 2019-02-24,2019-02-11,,3
2017-03-15 - 2019-02-24,2019-02-12,,8
2017-03-15 - 2019-02-24,2019-02-13,,-
2017-03-15 - 2019-02-24,2019-02-14,,1
2017-03-15 - 2019-02-24,2019-02-15,,3
2017-03-15 - 2019-02-24,2019-02-16,,3
2017-03-15 - 2019-02-24,2019-02-17,,3
2017-03-15 - 2019-02-24,2019-02-18,,3
2017-03-15 - 2019-02-24,2019-02-19,,7
2017-03-15 - 2019-02-24,2019-02-20,,5
2017-03-15 - 2019-02-24,2019-02-21,,2
2017-03-15 - 2019-02-24,2019-02-22,,2
2017-03-15 - 2019-02-24,2019-02-23,,6
2017-03-15 - 2019-02-24,2019-02-24,,-
