ca.rmen.android.poetassistant - Cumulative average rating by Android Version for 2016-02-20 - 2019-02-24
,,Metric,Cumulative average rating,Notes
,,Dimension,All Android versions
Period,Date
2016-02-20 - 2019-02-24,2017-08-15,,4.64
2016-02-20 - 2019-02-24,2017-08-16,,4.64
2016-02-20 - 2019-02-24,2017-08-17,,4.64
2016-02-20 - 2019-02-24,2017-08-18,,4.64
2016-02-20 - 2019-02-24,2017-08-19,,4.64
2016-02-20 - 2019-02-24,2017-08-20,,4.64
2016-02-20 - 2019-02-24,2017-08-21,,4.64
2016-02-20 - 2019-02-24,2017-08-22,,4.64
2016-02-20 - 2019-02-24,2017-08-23,,4.64
2016-02-20 - 2019-02-24,2017-08-24,,4.64
2016-02-20 - 2019-02-24,2017-08-25,,4.64
2016-02-20 - 2019-02-24,2017-08-26,,4.64
2016-02-20 - 2019-02-24,2017-08-27,,4.64
2016-02-20 - 2019-02-24,2017-08-28,,4.64
2016-02-20 - 2019-02-24,2017-08-29,,4.63
2016-02-20 - 2019-02-24,2017-08-30,,4.63
2016-02-20 - 2019-02-24,2017-08-31,,4.63
2016-02-20 - 2019-02-24,2017-09-01,,4.63
2016-02-20 - 2019-02-24,2017-09-02,,4.63
2016-02-20 - 2019-02-24,2017-09-03,,4.63
2016-02-20 - 2019-02-24,2017-09-04,,4.63
2016-02-20 - 2019-02-24,2017-09-05,,4.63
2016-02-20 - 2019-02-24,2017-09-06,,4.64
2016-02-20 - 2019-02-24,2017-09-07,,4.64
2016-02-20 - 2019-02-24,2017-09-08,,4.64
2016-02-20 - 2019-02-24,2017-09-09,,4.64
2016-02-20 - 2019-02-24,2017-09-10,,4.64
2016-02-20 - 2019-02-24,2017-09-11,,4.64
2016-02-20 - 2019-02-24,2017-09-12,,4.63
2016-02-20 - 2019-02-24,2017-09-13,,4.63
2016-02-20 - 2019-02-24,2017-09-14,,4.63
2016-02-20 - 2019-02-24,2017-09-15,,4.63
2016-02-20 - 2019-02-24,2017-09-16,,4.64
2016-02-20 - 2019-02-24,2017-09-17,,4.64
2016-02-20 - 2019-02-24,2017-09-18,,4.64
2016-02-20 - 2019-02-24,2017-09-19,,4.64
2016-02-20 - 2019-02-24,2017-09-20,,4.64,Rollout of release - Started rollout of 1.20.0 at 5%
2016-02-20 - 2019-02-24,2017-09-21,,4.64
2016-02-20 - 2019-02-24,2017-09-22,,4.64,Rollout of release - Increased rollout of 1.20.0 to 50%
2016-02-20 - 2019-02-24,2017-09-23,,4.64
2016-02-20 - 2019-02-24,2017-09-24,,4.64
2016-02-20 - 2019-02-24,2017-09-25,,4.64
2016-02-20 - 2019-02-24,2017-09-26,,4.63
2016-02-20 - 2019-02-24,2017-09-27,,4.63
2016-02-20 - 2019-02-24,2017-09-28,,4.63
2016-02-20 - 2019-02-24,2017-09-29,,4.63
2016-02-20 - 2019-02-24,2017-09-30,,4.63,Rollout of release - Increased rollout of 1.20.0 to 100%
2016-02-20 - 2019-02-24,2017-10-01,,4.63,Rollout of release - Started rollout of 1.21.0 at 5%
2016-02-20 - 2019-02-24,2017-10-02,,4.63
2016-02-20 - 2019-02-24,2017-10-03,,4.63
2016-02-20 - 2019-02-24,2017-10-04,,4.63
2016-02-20 - 2019-02-24,2017-10-05,,4.63,Rollout of release - Increased rollout of 1.21.0 to 50%
2016-02-20 - 2019-02-24,2017-10-06,,4.63
2016-02-20 - 2019-02-24,2017-10-07,,4.63,Rollout of release - Increased rollout of 1.21.0 to 100%
2016-02-20 - 2019-02-24,2017-10-08,,4.63
2016-02-20 - 2019-02-24,2017-10-09,,4.63
2016-02-20 - 2019-02-24,2017-10-10,,4.63
2016-02-20 - 2019-02-24,2017-10-11,,4.63
2016-02-20 - 2019-02-24,2017-10-12,,4.63
2016-02-20 - 2019-02-24,2017-10-13,,4.63
2016-02-20 - 2019-02-24,2017-10-14,,4.63
2016-02-20 - 2019-02-24,2017-10-15,,4.63
2016-02-20 - 2019-02-24,2017-10-16,,4.63
2016-02-20 - 2019-02-24,2017-10-17,,4.63
2016-02-20 - 2019-02-24,2017-10-18,,4.63
2016-02-20 - 2019-02-24,2017-10-19,,4.62,"Rollout of release - Started rollout of 1.22.0 at 50%, Rollout of release - Halted rollout of 1.22.0, Rollout of release - Started rollout of 1.22.1 at 50%"
2016-02-20 - 2019-02-24,2017-10-20,,4.62
2016-02-20 - 2019-02-24,2017-10-21,,4.62,Rollout of release - Increased rollout of 1.22.1 to 100%
2016-02-20 - 2019-02-24,2017-10-22,,4.62
2016-02-20 - 2019-02-24,2017-10-23,,4.62
2016-02-20 - 2019-02-24,2017-10-24,,4.63
2016-02-20 - 2019-02-24,2017-10-25,,4.63
2016-02-20 - 2019-02-24,2017-10-26,,4.63
2016-02-20 - 2019-02-24,2017-10-27,,4.62
2016-02-20 - 2019-02-24,2017-10-28,,4.63
2016-02-20 - 2019-02-24,2017-10-29,,4.63
2016-02-20 - 2019-02-24,2017-10-30,,4.63
2016-02-20 - 2019-02-24,2017-10-31,,4.63
2016-02-20 - 2019-02-24,2017-11-01,,4.63
2016-02-20 - 2019-02-24,2017-11-02,,4.63,Rollout of release - Started rollout of 1.22.3 at 5%
2016-02-20 - 2019-02-24,2017-11-03,,4.63
2016-02-20 - 2019-02-24,2017-11-04,,4.63,Rollout of release - Increased rollout of 1.22.3 to 50%
2016-02-20 - 2019-02-24,2017-11-05,,4.63,"Rollout of release - Increased rollout of 1.22.3 to 100%, Rollout of release - Started rollout of 1.23.0 at 5%"
2016-02-20 - 2019-02-24,2017-11-06,,4.63,Rollout of release - Increased rollout of 1.23.0 to 10%
2016-02-20 - 2019-02-24,2017-11-07,,4.63,Rollout of release - Increased rollout of 1.23.0 to 50%
2016-02-20 - 2019-02-24,2017-11-08,,4.63,"Rollout of release - Increased rollout of 1.23.0 to 100%, Rollout of release - Started rollout of 1.24.0 at 5%"
2016-02-20 - 2019-02-24,2017-11-09,,4.63,Rollout of release - Increased rollout of 1.24.0 to 10%
2016-02-20 - 2019-02-24,2017-11-10,,4.63,Rollout of release - Increased rollout of 1.24.0 to 50%
2016-02-20 - 2019-02-24,2017-11-11,,4.63,Rollout of release - Increased rollout of 1.24.0 to 100%
2016-02-20 - 2019-02-24,2017-11-12,,4.63
2016-02-20 - 2019-02-24,2017-11-13,,4.63,Rollout of release - Started rollout of 1.25.0 at 5%
2016-02-20 - 2019-02-24,2017-11-14,,4.63,Rollout of release - Increased rollout of 1.25.0 to 100%
2016-02-20 - 2019-02-24,2017-11-15,,4.63
2016-02-20 - 2019-02-24,2017-11-16,,4.63,Rollout of release - Started rollout of 1.25.1 at 5%
2016-02-20 - 2019-02-24,2017-11-17,,4.63,Rollout of release - Increased rollout of 1.25.1 to 10%
2016-02-20 - 2019-02-24,2017-11-18,,4.63
2016-02-20 - 2019-02-24,2017-11-19,,4.63,Rollout of release - Increased rollout of 1.25.1 to 50%
2016-02-20 - 2019-02-24,2017-11-20,,4.63,Rollout of release - Increased rollout of 1.25.1 to 100%
2016-02-20 - 2019-02-24,2017-11-21,,4.63
2016-02-20 - 2019-02-24,2017-11-22,,4.63
2016-02-20 - 2019-02-24,2017-11-23,,4.63
2016-02-20 - 2019-02-24,2017-11-24,,4.63
2016-02-20 - 2019-02-24,2017-11-25,,4.63
2016-02-20 - 2019-02-24,2017-11-26,,4.63
2016-02-20 - 2019-02-24,2017-11-27,,4.64
2016-02-20 - 2019-02-24,2017-11-28,,4.64
2016-02-20 - 2019-02-24,2017-11-29,,4.64
2016-02-20 - 2019-02-24,2017-11-30,,4.64
2016-02-20 - 2019-02-24,2017-12-01,,4.64
2016-02-20 - 2019-02-24,2017-12-02,,4.64
2016-02-20 - 2019-02-24,2017-12-03,,4.64
2016-02-20 - 2019-02-24,2017-12-04,,4.64
2016-02-20 - 2019-02-24,2017-12-05,,4.64
2016-02-20 - 2019-02-24,2017-12-06,,4.64
2016-02-20 - 2019-02-24,2017-12-07,,4.64
2016-02-20 - 2019-02-24,2017-12-08,,4.64
2016-02-20 - 2019-02-24,2017-12-09,,4.64
2016-02-20 - 2019-02-24,2017-12-10,,4.64
2016-02-20 - 2019-02-24,2017-12-11,,4.64
2016-02-20 - 2019-02-24,2017-12-12,,4.64
2016-02-20 - 2019-02-24,2017-12-13,,4.64
2016-02-20 - 2019-02-24,2017-12-14,,4.64
2016-02-20 - 2019-02-24,2017-12-15,,4.64
2016-02-20 - 2019-02-24,2017-12-16,,4.64
2016-02-20 - 2019-02-24,2017-12-17,,4.64
2016-02-20 - 2019-02-24,2017-12-18,,4.64
2016-02-20 - 2019-02-24,2017-12-19,,4.64
2016-02-20 - 2019-02-24,2017-12-20,,4.65
2016-02-20 - 2019-02-24,2017-12-21,,4.65
2016-02-20 - 2019-02-24,2017-12-22,,4.64
2016-02-20 - 2019-02-24,2017-12-23,,4.64
2016-02-20 - 2019-02-24,2017-12-24,,4.64
2016-02-20 - 2019-02-24,2017-12-25,,4.64
2016-02-20 - 2019-02-24,2017-12-26,,4.64
2016-02-20 - 2019-02-24,2017-12-27,,4.65
2016-02-20 - 2019-02-24,2017-12-28,,4.65
2016-02-20 - 2019-02-24,2017-12-29,,4.65
2016-02-20 - 2019-02-24,2017-12-30,,4.65
2016-02-20 - 2019-02-24,2017-12-31,,4.65
2016-02-20 - 2019-02-24,2018-01-01,,4.65,Rollout of release - Started rollout of 1.26.1 at 5%
2016-02-20 - 2019-02-24,2018-01-02,,4.65
2016-02-20 - 2019-02-24,2018-01-03,,4.65
2016-02-20 - 2019-02-24,2018-01-04,,4.65
2016-02-20 - 2019-02-24,2018-01-05,,4.65
2016-02-20 - 2019-02-24,2018-01-06,,4.65,"Rollout of release - Started rollout of 1.26.2 at 5%, Rollout of release - Halted rollout of 1.26.1"
2016-02-20 - 2019-02-24,2018-01-07,,4.65
2016-02-20 - 2019-02-24,2018-01-08,,4.65
2016-02-20 - 2019-02-24,2018-01-09,,4.65,Rollout of release - Increased rollout of 1.26.2 to 10%
2016-02-20 - 2019-02-24,2018-01-10,,4.65
2016-02-20 - 2019-02-24,2018-01-11,,4.65,Rollout of release - Increased rollout of 1.26.2 to 20%
2016-02-20 - 2019-02-24,2018-01-12,,4.65,Rollout of release - Increased rollout of 1.26.2 to 50%
2016-02-20 - 2019-02-24,2018-01-13,,4.65,Rollout of release - Increased rollout of 1.26.2 to 75%
2016-02-20 - 2019-02-24,2018-01-14,,4.65
2016-02-20 - 2019-02-24,2018-01-15,,4.66
2016-02-20 - 2019-02-24,2018-01-16,,4.66
2016-02-20 - 2019-02-24,2018-01-17,,4.66
2016-02-20 - 2019-02-24,2018-01-18,,4.66,Rollout of release - Increased rollout of 1.26.2 to 100%
2016-02-20 - 2019-02-24,2018-01-19,,4.66
2016-02-20 - 2019-02-24,2018-01-20,,4.66
2016-02-20 - 2019-02-24,2018-01-21,,4.66
2016-02-20 - 2019-02-24,2018-01-22,,4.66
2016-02-20 - 2019-02-24,2018-01-23,,4.66
2016-02-20 - 2019-02-24,2018-01-24,,4.66
2016-02-20 - 2019-02-24,2018-01-25,,4.66
2016-02-20 - 2019-02-24,2018-01-26,,4.66
2016-02-20 - 2019-02-24,2018-01-27,,4.66
2016-02-20 - 2019-02-24,2018-01-28,,4.66
2016-02-20 - 2019-02-24,2018-01-29,,4.66
2016-02-20 - 2019-02-24,2018-01-30,,4.66
2016-02-20 - 2019-02-24,2018-01-31,,4.66
2016-02-20 - 2019-02-24,2018-02-01,,4.66
2016-02-20 - 2019-02-24,2018-02-02,,4.66
2016-02-20 - 2019-02-24,2018-02-03,,4.66
2016-02-20 - 2019-02-24,2018-02-04,,4.66
2016-02-20 - 2019-02-24,2018-02-05,,4.67
2016-02-20 - 2019-02-24,2018-02-06,,4.67
2016-02-20 - 2019-02-24,2018-02-07,,4.67
2016-02-20 - 2019-02-24,2018-02-08,,4.67
2016-02-20 - 2019-02-24,2018-02-09,,4.67
2016-02-20 - 2019-02-24,2018-02-10,,4.67
2016-02-20 - 2019-02-24,2018-02-11,,4.67
2016-02-20 - 2019-02-24,2018-02-12,,4.67
2016-02-20 - 2019-02-24,2018-02-13,,4.67
2016-02-20 - 2019-02-24,2018-02-14,,4.67
2016-02-20 - 2019-02-24,2018-02-15,,4.67
2016-02-20 - 2019-02-24,2018-02-16,,4.67
2016-02-20 - 2019-02-24,2018-02-17,,4.67
2016-02-20 - 2019-02-24,2018-02-18,,4.67
2016-02-20 - 2019-02-24,2018-02-19,,4.67
2016-02-20 - 2019-02-24,2018-02-20,,4.67
2016-02-20 - 2019-02-24,2018-02-21,,4.67
2016-02-20 - 2019-02-24,2018-02-22,,4.67
2016-02-20 - 2019-02-24,2018-02-23,,4.67
2016-02-20 - 2019-02-24,2018-02-24,,4.67
2016-02-20 - 2019-02-24,2018-02-25,,4.67,"Rollout of release - Started rollout of 1.26.3 at 5%, Rollout of release - Halted rollout of 1.26.3, Rollout of release - Resumed rollout of 1.26.3 at 5%"
2016-02-20 - 2019-02-24,2018-02-26,,4.67
2016-02-20 - 2019-02-24,2018-02-27,,4.67
2016-02-20 - 2019-02-24,2018-02-28,,4.67
2016-02-20 - 2019-02-24,2018-03-01,,4.67
2016-02-20 - 2019-02-24,2018-03-02,,4.67
2016-02-20 - 2019-02-24,2018-03-03,,4.67
2016-02-20 - 2019-02-24,2018-03-04,,4.67
2016-02-20 - 2019-02-24,2018-03-05,,4.67
2016-02-20 - 2019-02-24,2018-03-06,,4.67
2016-02-20 - 2019-02-24,2018-03-07,,4.67
2016-02-20 - 2019-02-24,2018-03-08,,4.67
2016-02-20 - 2019-02-24,2018-03-09,,4.67
2016-02-20 - 2019-02-24,2018-03-10,,4.67
2016-02-20 - 2019-02-24,2018-03-11,,4.67
2016-02-20 - 2019-02-24,2018-03-12,,4.67
2016-02-20 - 2019-02-24,2018-03-13,,4.67
2016-02-20 - 2019-02-24,2018-03-14,,4.67
2016-02-20 - 2019-02-24,2018-03-15,,4.67
2016-02-20 - 2019-02-24,2018-03-16,,4.67,Rollout of release - Increased rollout of 1.26.3 to 25%
2016-02-20 - 2019-02-24,2018-03-17,,4.67
2016-02-20 - 2019-02-24,2018-03-18,,4.67
2016-02-20 - 2019-02-24,2018-03-19,,4.67
2016-02-20 - 2019-02-24,2018-03-20,,4.67
2016-02-20 - 2019-02-24,2018-03-21,,4.67
2016-02-20 - 2019-02-24,2018-03-22,,4.67
2016-02-20 - 2019-02-24,2018-03-23,,4.67,Rollout of release - Increased rollout of 1.26.3 to 50%
2016-02-20 - 2019-02-24,2018-03-24,,4.67
2016-02-20 - 2019-02-24,2018-03-25,,4.67
2016-02-20 - 2019-02-24,2018-03-26,,4.67
2016-02-20 - 2019-02-24,2018-03-27,,4.67
2016-02-20 - 2019-02-24,2018-03-28,,4.67
2016-02-20 - 2019-02-24,2018-03-29,,4.67
2016-02-20 - 2019-02-24,2018-03-30,,4.67
2016-02-20 - 2019-02-24,2018-03-31,,4.67
2016-02-20 - 2019-02-24,2018-04-01,,4.67
2016-02-20 - 2019-02-24,2018-04-02,,4.67
2016-02-20 - 2019-02-24,2018-04-03,,4.67
2016-02-20 - 2019-02-24,2018-04-04,,4.67
2016-02-20 - 2019-02-24,2018-04-05,,4.67
2016-02-20 - 2019-02-24,2018-04-06,,4.67
2016-02-20 - 2019-02-24,2018-04-07,,4.67,Rollout of release - Increased rollout of 1.26.3 to 100%
2016-02-20 - 2019-02-24,2018-04-08,,4.67,Rollout of release - Started rollout of 1.26.4 at 50%
2016-02-20 - 2019-02-24,2018-04-09,,4.67
2016-02-20 - 2019-02-24,2018-04-10,,4.67
2016-02-20 - 2019-02-24,2018-04-11,,4.68
2016-02-20 - 2019-02-24,2018-04-12,,4.68
2016-02-20 - 2019-02-24,2018-04-13,,4.68
2016-02-20 - 2019-02-24,2018-04-14,,4.68
2016-02-20 - 2019-02-24,2018-04-15,,4.68
2016-02-20 - 2019-02-24,2018-04-16,,4.68
2016-02-20 - 2019-02-24,2018-04-17,,4.68
2016-02-20 - 2019-02-24,2018-04-18,,4.68,Rollout of release - Increased rollout of 1.26.4 to 100%
2016-02-20 - 2019-02-24,2018-04-19,,4.68
2016-02-20 - 2019-02-24,2018-04-20,,4.68
2016-02-20 - 2019-02-24,2018-04-21,,4.68
2016-02-20 - 2019-02-24,2018-04-22,,4.68
2016-02-20 - 2019-02-24,2018-04-23,,4.68
2016-02-20 - 2019-02-24,2018-04-24,,4.68
2016-02-20 - 2019-02-24,2018-04-25,,4.68
2016-02-20 - 2019-02-24,2018-04-26,,4.68
2016-02-20 - 2019-02-24,2018-04-27,,4.68
2016-02-20 - 2019-02-24,2018-04-28,,4.68
2016-02-20 - 2019-02-24,2018-04-29,,4.68
2016-02-20 - 2019-02-24,2018-04-30,,4.68
2016-02-20 - 2019-02-24,2018-05-01,,4.68
2016-02-20 - 2019-02-24,2018-05-02,,4.68
2016-02-20 - 2019-02-24,2018-05-03,,4.68
2016-02-20 - 2019-02-24,2018-05-04,,4.69
2016-02-20 - 2019-02-24,2018-05-05,,4.69,Rollout of release - Started rollout of 1.26.5 at 15%
2016-02-20 - 2019-02-24,2018-05-06,,4.69
2016-02-20 - 2019-02-24,2018-05-07,,4.69
2016-02-20 - 2019-02-24,2018-05-08,,4.69
2016-02-20 - 2019-02-24,2018-05-09,,4.69
2016-02-20 - 2019-02-24,2018-05-10,,4.69
2016-02-20 - 2019-02-24,2018-05-11,,4.69
2016-02-20 - 2019-02-24,2018-05-12,,4.69
2016-02-20 - 2019-02-24,2018-05-13,,4.69
2016-02-20 - 2019-02-24,2018-05-14,,4.69
2016-02-20 - 2019-02-24,2018-05-15,,4.69
2016-02-20 - 2019-02-24,2018-05-16,,4.69
2016-02-20 - 2019-02-24,2018-05-17,,4.69
2016-02-20 - 2019-02-24,2018-05-18,,4.69
2016-02-20 - 2019-02-24,2018-05-19,,4.69
2016-02-20 - 2019-02-24,2018-05-20,,4.69,Rollout of release - Increased rollout of 1.26.5 to 50%
2016-02-20 - 2019-02-24,2018-05-21,,4.69
2016-02-20 - 2019-02-24,2018-05-22,,4.69
2016-02-20 - 2019-02-24,2018-05-23,,4.69
2016-02-20 - 2019-02-24,2018-05-24,,4.69
2016-02-20 - 2019-02-24,2018-05-25,,4.69
2016-02-20 - 2019-02-24,2018-05-26,,4.69
2016-02-20 - 2019-02-24,2018-05-27,,4.69
2016-02-20 - 2019-02-24,2018-05-28,,4.70
2016-02-20 - 2019-02-24,2018-05-29,,4.70
2016-02-20 - 2019-02-24,2018-05-30,,4.70
2016-02-20 - 2019-02-24,2018-05-31,,4.70
2016-02-20 - 2019-02-24,2018-06-01,,4.70
2016-02-20 - 2019-02-24,2018-06-02,,4.70
2016-02-20 - 2019-02-24,2018-06-03,,4.69
2016-02-20 - 2019-02-24,2018-06-04,,4.69
2016-02-20 - 2019-02-24,2018-06-05,,4.69
2016-02-20 - 2019-02-24,2018-06-06,,4.69
2016-02-20 - 2019-02-24,2018-06-07,,4.70
2016-02-20 - 2019-02-24,2018-06-08,,4.70
2016-02-20 - 2019-02-24,2018-06-09,,4.70
2016-02-20 - 2019-02-24,2018-06-10,,4.70
2016-02-20 - 2019-02-24,2018-06-11,,4.70,Rollout of release - Increased rollout of 1.26.5 to 100%
2016-02-20 - 2019-02-24,2018-06-12,,4.70
2016-02-20 - 2019-02-24,2018-06-13,,4.70
2016-02-20 - 2019-02-24,2018-06-14,,4.70
2016-02-20 - 2019-02-24,2018-06-15,,4.70
2016-02-20 - 2019-02-24,2018-06-16,,4.70
2016-02-20 - 2019-02-24,2018-06-17,,4.70
2016-02-20 - 2019-02-24,2018-06-18,,4.69
2016-02-20 - 2019-02-24,2018-06-19,,4.69
2016-02-20 - 2019-02-24,2018-06-20,,4.69
2016-02-20 - 2019-02-24,2018-06-21,,4.70
2016-02-20 - 2019-02-24,2018-06-22,,4.70
2016-02-20 - 2019-02-24,2018-06-23,,4.70
2016-02-20 - 2019-02-24,2018-06-24,,4.70
2016-02-20 - 2019-02-24,2018-06-25,,4.70
2016-02-20 - 2019-02-24,2018-06-26,,4.69
2016-02-20 - 2019-02-24,2018-06-27,,4.69
2016-02-20 - 2019-02-24,2018-06-28,,4.69
2016-02-20 - 2019-02-24,2018-06-29,,4.69
2016-02-20 - 2019-02-24,2018-06-30,,4.69
2016-02-20 - 2019-02-24,2018-07-01,,4.69
2016-02-20 - 2019-02-24,2018-07-02,,4.69
2016-02-20 - 2019-02-24,2018-07-03,,4.69
2016-02-20 - 2019-02-24,2018-07-04,,4.69,Rollout of release - Started rollout of 1.26.6 at 5%
2016-02-20 - 2019-02-24,2018-07-05,,4.69
2016-02-20 - 2019-02-24,2018-07-06,,4.69
2016-02-20 - 2019-02-24,2018-07-07,,4.69
2016-02-20 - 2019-02-24,2018-07-08,,4.69
2016-02-20 - 2019-02-24,2018-07-09,,4.69
2016-02-20 - 2019-02-24,2018-07-10,,4.69
2016-02-20 - 2019-02-24,2018-07-11,,4.69,Rollout of release - Increased rollout of 1.26.6 to 50%
2016-02-20 - 2019-02-24,2018-07-12,,4.69
2016-02-20 - 2019-02-24,2018-07-13,,4.69
2016-02-20 - 2019-02-24,2018-07-14,,4.69
2016-02-20 - 2019-02-24,2018-07-15,,4.69
2016-02-20 - 2019-02-24,2018-07-16,,4.69
2016-02-20 - 2019-02-24,2018-07-17,,4.69
2016-02-20 - 2019-02-24,2018-07-18,,4.69
2016-02-20 - 2019-02-24,2018-07-19,,4.69
2016-02-20 - 2019-02-24,2018-07-20,,4.69
2016-02-20 - 2019-02-24,2018-07-21,,4.69
2016-02-20 - 2019-02-24,2018-07-22,,4.69
2016-02-20 - 2019-02-24,2018-07-23,,4.69
2016-02-20 - 2019-02-24,2018-07-24,,4.69
2016-02-20 - 2019-02-24,2018-07-25,,4.69
2016-02-20 - 2019-02-24,2018-07-26,,4.69
2016-02-20 - 2019-02-24,2018-07-27,,4.69
2016-02-20 - 2019-02-24,2018-07-28,,4.69
2016-02-20 - 2019-02-24,2018-07-29,,4.69
2016-02-20 - 2019-02-24,2018-07-30,,4.69
2016-02-20 - 2019-02-24,2018-07-31,,4.69
2016-02-20 - 2019-02-24,2018-08-01,,4.69
2016-02-20 - 2019-02-24,2018-08-02,,4.69
2016-02-20 - 2019-02-24,2018-08-03,,4.69
2016-02-20 - 2019-02-24,2018-08-04,,4.69,Rollout of release - Increased rollout of 1.26.6 to 100%
2016-02-20 - 2019-02-24,2018-08-05,,4.69
2016-02-20 - 2019-02-24,2018-08-06,,4.69
2016-02-20 - 2019-02-24,2018-08-07,,4.69
2016-02-20 - 2019-02-24,2018-08-08,,4.69
2016-02-20 - 2019-02-24,2018-08-09,,4.69
2016-02-20 - 2019-02-24,2018-08-10,,4.69
2016-02-20 - 2019-02-24,2018-08-11,,4.69
2016-02-20 - 2019-02-24,2018-08-12,,4.69
2016-02-20 - 2019-02-24,2018-08-13,,4.69
2016-02-20 - 2019-02-24,2018-08-14,,4.69
2016-02-20 - 2019-02-24,2018-08-15,,4.69
2016-02-20 - 2019-02-24,2018-08-16,,4.69
2016-02-20 - 2019-02-24,2018-08-17,,4.69
2016-02-20 - 2019-02-24,2018-08-18,,4.69
2016-02-20 - 2019-02-24,2018-08-19,,4.69
2016-02-20 - 2019-02-24,2018-08-20,,4.69
2016-02-20 - 2019-02-24,2018-08-21,,4.69
2016-02-20 - 2019-02-24,2018-08-22,,4.69
2016-02-20 - 2019-02-24,2018-08-23,,4.69
2016-02-20 - 2019-02-24,2018-08-24,,4.69
2016-02-20 - 2019-02-24,2018-08-25,,4.69
2016-02-20 - 2019-02-24,2018-08-26,,4.69
2016-02-20 - 2019-02-24,2018-08-27,,4.69
2016-02-20 - 2019-02-24,2018-08-28,,4.69
2016-02-20 - 2019-02-24,2018-08-29,,4.69
2016-02-20 - 2019-02-24,2018-08-30,,4.69
2016-02-20 - 2019-02-24,2018-08-31,,4.69
2016-02-20 - 2019-02-24,2018-09-01,,4.69
2016-02-20 - 2019-02-24,2018-09-02,,4.69
2016-02-20 - 2019-02-24,2018-09-03,,4.69
2016-02-20 - 2019-02-24,2018-09-04,,4.69
2016-02-20 - 2019-02-24,2018-09-05,,4.69
2016-02-20 - 2019-02-24,2018-09-06,,4.69
2016-02-20 - 2019-02-24,2018-09-07,,4.69
2016-02-20 - 2019-02-24,2018-09-08,,4.69
2016-02-20 - 2019-02-24,2018-09-09,,4.69
2016-02-20 - 2019-02-24,2018-09-10,,4.69
2016-02-20 - 2019-02-24,2018-09-11,,4.69
2016-02-20 - 2019-02-24,2018-09-12,,4.69
2016-02-20 - 2019-02-24,2018-09-13,,4.69
2016-02-20 - 2019-02-24,2018-09-14,,4.69
2016-02-20 - 2019-02-24,2018-09-15,,4.69
2016-02-20 - 2019-02-24,2018-09-16,,4.69
2016-02-20 - 2019-02-24,2018-09-17,,4.69
2016-02-20 - 2019-02-24,2018-09-18,,4.69
2016-02-20 - 2019-02-24,2018-09-19,,4.69
2016-02-20 - 2019-02-24,2018-09-20,,4.69
2016-02-20 - 2019-02-24,2018-09-21,,4.69
2016-02-20 - 2019-02-24,2018-09-22,,4.69
2016-02-20 - 2019-02-24,2018-09-23,,4.70
2016-02-20 - 2019-02-24,2018-09-24,,4.69
2016-02-20 - 2019-02-24,2018-09-25,,4.70
2016-02-20 - 2019-02-24,2018-09-26,,4.69
2016-02-20 - 2019-02-24,2018-09-27,,4.70
2016-02-20 - 2019-02-24,2018-09-28,,4.70
2016-02-20 - 2019-02-24,2018-09-29,,4.70
2016-02-20 - 2019-02-24,2018-09-30,,4.70
2016-02-20 - 2019-02-24,2018-10-01,,4.70
2016-02-20 - 2019-02-24,2018-10-02,,4.70
2016-02-20 - 2019-02-24,2018-10-03,,4.70
2016-02-20 - 2019-02-24,2018-10-04,,4.70
2016-02-20 - 2019-02-24,2018-10-05,,4.70
2016-02-20 - 2019-02-24,2018-10-06,,4.70
2016-02-20 - 2019-02-24,2018-10-07,,4.70
2016-02-20 - 2019-02-24,2018-10-08,,4.70
2016-02-20 - 2019-02-24,2018-10-09,,4.70
2016-02-20 - 2019-02-24,2018-10-10,,4.70
2016-02-20 - 2019-02-24,2018-10-11,,4.70
2016-02-20 - 2019-02-24,2018-10-12,,4.70
2016-02-20 - 2019-02-24,2018-10-13,,4.70
2016-02-20 - 2019-02-24,2018-10-14,,4.70
2016-02-20 - 2019-02-24,2018-10-15,,4.70
2016-02-20 - 2019-02-24,2018-10-16,,4.70
2016-02-20 - 2019-02-24,2018-10-17,,4.70
2016-02-20 - 2019-02-24,2018-10-18,,4.70
2016-02-20 - 2019-02-24,2018-10-19,,4.70
2016-02-20 - 2019-02-24,2018-10-20,,4.70
2016-02-20 - 2019-02-24,2018-10-21,,4.70
2016-02-20 - 2019-02-24,2018-10-22,,4.70
2016-02-20 - 2019-02-24,2018-10-23,,4.70
2016-02-20 - 2019-02-24,2018-10-24,,4.70
2016-02-20 - 2019-02-24,2018-10-25,,4.70
2016-02-20 - 2019-02-24,2018-10-26,,4.70
2016-02-20 - 2019-02-24,2018-10-27,,4.70
2016-02-20 - 2019-02-24,2018-10-28,,4.70
2016-02-20 - 2019-02-24,2018-10-29,,4.70
2016-02-20 - 2019-02-24,2018-10-30,,4.70
2016-02-20 - 2019-02-24,2018-10-31,,4.70
2016-02-20 - 2019-02-24,2018-11-01,,4.70
2016-02-20 - 2019-02-24,2018-11-02,,4.70
2016-02-20 - 2019-02-24,2018-11-03,,4.70
2016-02-20 - 2019-02-24,2018-11-04,,4.70
2016-02-20 - 2019-02-24,2018-11-05,,4.70
2016-02-20 - 2019-02-24,2018-11-06,,4.70
2016-02-20 - 2019-02-24,2018-11-07,,4.70
2016-02-20 - 2019-02-24,2018-11-08,,4.70
2016-02-20 - 2019-02-24,2018-11-09,,4.70
